ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
937		- - - tʃ a	1295	FREQUENTIVE	Huallaga	ča		tʃ a	ykačaː,kača/ča			weber1996
938		p a -	1315	GENITIVE	Huallaga	pa		p a	pa			weber1996
941		p a q	1360	IMMINENT	Huallaga	paq		p a q	paq		/Tuni-na-n-paq ka-yka-n/, caer-SUB-3P-PR ser-IMPF-3, ‘Está por caer’	weber1996
942		i	1362	IMPERATIVE	Huallaga	y		i	y			weber1996
943		ʐ i	1397	INCEPTIVE	Huallaga	ri		ʐ i	ri			weber1996
944		j aː -	1419	INCHOATIVE	Huallaga	yaː		j aː	yaː,paː/taː			weber1996
945		p aː	1421	INCHOATIVE	Huallaga	paː		p aː	yaː,paː/taː			weber1996
946		t aː	1422	INCHOATIVE	Huallaga	taː		t aː	yaː,paː/taː			weber1996
948		n - - t i n	1443	INCLUSIVE	Huallaga	ntin		n t i n	nintin,ntin			weber1996
949		i	1362	INFINITIVE	Huallaga	y		i	y			weber1996
950		w a n	1507	INSTRUMENTAL-COMITATIVE	Huallaga	wan		w a n	wan			weber1996
952		p a k u	1561	JOINT ACTION	Huallaga	paku		p a k u	paku		marcado como DIFFUSE; Modifica el significado de la raíz a la que se añade para indicar que la acción no se dirige hacia un objeto determinado, sino se dirige difusamente hacia muchos objetos. /-pakU/ cambia el foco desde la meta/objeto de una actividad a la actividad misma; por ejemplo: /aru-pakU-/ ‘trabajar por aquí y por allá, no para una persona determinada ni haciendo una tarea determinada’.	weber1996
953		j a q	20	INTENSIFIER	Huallaga	yaq		j a q	yaq, kama			weber1996
954		- - - k a m a	1578	LIMITATIVE	Huallaga	kama		k a m a	yaq, kama			weber1996
955		tʃ a w	1604	LOCATIVE	Huallaga	čaw		tʃ a w	čaw			weber1996
956		k u	1637	MIDDLE VOICE	Huallaga	ku		k u	ku		Este sufijo es de uso muy común, posee un significado muy difuso, ‘en beneficio de uno mismo’, aproximadamente.	weber1996
957		s a p a	1656	MULTIPLE POSSESSIVE	Huallaga	sapa		s a p a	sapa			weber1996
958		tʃ u	1682	NEGATION	Huallaga	ču		tʃ u	ču			weber1996
959		p a	1705	NOMINALIZER OTHER	Huallaga	pa		p a	pa		No muy productivo. /kaña-pa/ ‘área quemada para que rebrote el pasto’, /wiʎa-pa/ ‘noticias’, /puču-pa/ ‘sobras, sobrantes’	weber1996
961		n - a	1711	NOMINALIZER NA	Huallaga	na		n a	na		Concretizador, casi siempre precedido por -kU ‘REFlexivo	weber1996
962		k aː -	1758	PASSIVE ACCIDENTAL	Huallaga	kaː		k aː	kaː, raː			weber1996
964		ʐ a	1770	PAST TENSE	Huallaga	ra		ʐ a	ra			weber1996
965		ʃ - a	1800	PERFECTIVIZER	Huallaga	ša		ʃ a	ša		NMLZ	weber1996
966		k u n a	1855	PLURAL	Huallaga	kuna		k u n a	kuna			weber1996
967		- - j o q	1887	POSSESSIVE	Huallaga	yoq		j o q	yoq,niyoq			weber1996
969		i n a q	1913	PRIVATIVE	Huallaga	ynaq		i n a q	ynaq			weber1996
970		a m a	1918	PROHIBITIVE	Huallaga	ama		a m a	ama			weber1996
971		k ai	1927	PROXIMAL DEMONSTRATIVE	Huallaga	kay		k ai	kay			weber1996
972		ʐ ai k u	1948	REASON	Huallaga	rayku		ʐ ai k u	rayku,raygu			weber1996
973		ʐ ai g u	1948	REASON	Huallaga	raygu		ʐ ai g u	rayku,raygu			weber1996
974		n a k u	1976	RECIPROCAL	Huallaga	naku		n a k u	naku			weber1996
975		n a q	2022	REPORTATIVE PAST TENSE	Huallaga	naq		n a q	naq		-ñaq/-sqa	weber1996
976		t u k u	2082	SIMULATIVE	Huallaga	tuku		t u k u	tuku			weber1996
977		- ʐ - - - -	2114	SUBORDINATOR IDSUB	Huallaga	r		ʐ	r , špa, ʎpa		/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	weber1996
978		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Huallaga	špa		ʃ p a	r , špa, ʎpa		/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	weber1996
979		ʎ p a - - -	2113	SUBORDINATOR IDSUB	Huallaga	ʎpa		ʎ p a	r , špa, ʎpa		/-špa/ requiere la presencia de un sufijo posesivo, mientras que /-r/ no permite un sufijo.	weber1996
980		p t i -	2144	SUBORDINATOR DIFFSUB	Huallaga	pti		p t i	pti, ša			weber1996
982		n n i n	2169	SUPERLATIVE	Huallaga	nnin		n n i n	nnin,nin		/-nnin/ después de vocales cortas	weber1996
983		n - i n	2169	SUPERLATIVE	Huallaga	nin		n i n	nnin,nin		/-nnin/ después de vocales cortas	weber1996
984		q a	2178	TOPIC	Huallaga	qa		q a	qa			weber1996
985		q a	2178	TOPIC	Huallaga	qa		q a	qa			weber1996
986		p u	2201	VERBAL BENEFACTIVE	Huallaga	pu		p u	pu			weber1996
987		k a k u	2271	BODY-PLACEMENT	Huallaga	kaku		k a k u	kaku		'Poner en’ cuando se añade a un sustantivo que se refiere a una parte del cuerpo.	weber1996
988		n a	2270	VERBALIZER	Huallaga	na		n a	na			weber1996
989		p a k u	2271	BODY-PLACEMENT	Huallaga	paku		p a k u	paku		Verbalizador intransitivizante. Convierte a un sustantivo en la acción característica de ese sustantivo /qonquir-pakU-/ ‘arrodillarse’.	weber1996
990		m a	4	1 OBJECT	Huanca	ma		m a	ma			cerron1976
991		n tʃ i k	58	1PL POSSESSOR	Huanca	nchik		n tʃ i k	nchik			cerron1976
992		- - n tʃ i k	58	1PL VERBAL	Huanca	nchik		n tʃ i k	nchik			cerron1976
993		tʃ + w a n	111 3	1PL VERBAL CONDITIONAL	Huanca	chwan		tʃ + w a n	chwan			cerron1976
994		ʃ - u n - - - -	111	1PL VERBAL FUTURE	Huanca	shun		ʃ u n	shun			cerron1976
995		t a n t a + ø/a	155 31	1S POSSESSOR	Huanca	tantaː		t a n t a + ø/a	tantaː			cerron1976
996		k	206	1S SUBJECT 2S OBJECT	Huanca	k		k	k			cerron1976
997		ʃ a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Huanca	shayki		ʃ a + j k i	shayki			cerron1976
998		k aː/a + ø/a	234 236	1S VERBAL	Huanca	kaː		k aː/a + ø/a	kaː		verbal person pluralization with -paaku	cerron1976
999		ʃ - a q	280	1S VERBAL FUTURE	Huanca	shaq		ʃ a q	shaq			cerron1976
1000		j k i	348	2S POSSESSOR	Huanca	yki		j k i	yki			cerron1976
1001		n - k i	370	2S VERBAL	Huanca	nki		n k i	nki			cerron1976
1002		n q a	446	3S FUTURE	Huanca	nqa		n q a	nqa			cerron1976
1003		n	466	3S POSSESSOR	Huanca	n		n	n			cerron1976
1004		ʃ u + n k i	337 528	3S SUBJECT 2S OBJECT	Huanca	shunki		ʃ u + n k i	shunki			cerron1976
1005		n	546	3S VERBAL	Huanca	n		n	n			cerron1976
1006		p i q t a	5	ABLATIVE	Huanca	piqta		p i q t a	piqta			cerron1976
1007		j ʃ i	598	ACCOMPANIMENT	Huanca	yshi		j ʃ i	yshi			cerron1976
1008		k t a	10	ACCUSATIVE	Huanca	kta		k t a	kta		/k/ no se da en Jauja; en lo demás: solo después de vocales breves	cerron1976
1009		p i s	639	ADDITIVE	Huanca	pis		p i s	pis, si			cerron1976
1010		s i	640	ADDITIVE	Huanca	si		s i	pis, si			cerron1976
1011		q	674	AGENTIVE	Huanca	q		q	q			cerron1976
1012		ʃ	708	ATTRIBUTIVE	Huanca	sh		ʃ	sh		llorón, etc	cerron1976
1013		p a q -	720	BENEFACTIVE	Huanca	paq		p a q	paq			cerron1976
1014		tʃ a	754	INTERROGATION	Huanca	chaa		tʃ a	chaa		chaa: categoric question	cerron1976
1015		tʃ i	766	CAUSATIVE	Huanca	chi		tʃ i	chi			cerron1976
1016		m a	800	CISLOCATIVE	Huanca	ma		m a	ma			cerron1976
1017		- - n a w	9	COMPARATIVE	Huanca	naw		n a w	naw			cerron1976
1018		l a q -	877	CONTINUATIVE	Huanca	laq		l a q	laq			cerron1976
1019		ɾ aː	11	UNINTERRUPTED ACTION	Huanca	raa		ɾ aː	raa			cerron1976
1020		m a n	911	DATIVE/ILATIVE	Huanca	man		m a n	man			cerron1976
1021		n aː	939	DESIDERATIVE	Huanca	naa		n aː	naa			cerron1976
1022		- - tʃ a -	976	DIMINUTIVE	Huanca	cha		tʃ a	cha			cerron1976
1023		j - k u	1007	DIRECTIONAL INSIDE	Huanca	yku		j k u	yku		acción dinamica? antes: direcional	cerron1976
1024		q l u	1014	DIRECTIONAL OUTSIDE	Huanca	qlu		q l u	qlu		losing its meaning; now: educational, emphatic	cerron1976
1025		l p u	1000	DIRECTIONAL DOWN	Huanca	lpu		l p u	lpu			cerron1976
1026		l k u	993	DIRECTIONAL UP	Huanca	lku		l k u	lku			cerron1976
1027		i k aː	16	PROGRESSIVE	Huanca	ykaa		i k aː	ykaa			cerron1976
1029		a l i	1095	EMPHATIC	Huanca	ali		a l i	ali		some unexpected pluralizing semantics?	cerron1976
1030		ʎ aː	2039	RESTRICTIVE	Huanca	llaa		ʎ aː	llaa			cerron1976
1031		ʈʂ a - -	18	EVIDENTIAL CONJECTURAL	Huanca	tra		ʈʂ a	tra			cerron1976
1032		m i	1157	EVIDENTIAL DIRECT	Huanca	mi		m i	mi			cerron1976
1033		a ɾ i	1095	EMPHATIC	Huanca	ari		a ɾ i	ari		confirmar y subrayas la afirmación o negación	cerron1976
1034		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huanca	shi		ʃ i	shi			cerron1976
1035		p u l a	1256	EXCLUSIVE	Huanca	pula		p u l a	pula			cerron1976
1036		tʃ a -	1272	FACTIVE	Huanca	cha		tʃ a	cha			cerron1976
1037		t a n	1293	FAMILIARITY	Huanca	tan		t a n	tan			cerron1976
1038		p a -	1315	GENITIVE	Huanca	pa		p a	pa			cerron1976
1039		n j a	1345	HABITUAL	Huanca	nya		n j a	nya		also an analytical solution with ka-q	cerron1976
1040		i	1362	IMPERATIVE	Huanca	y		i	y			cerron1976
1041		l i	1397	INCEPTIVE	Huanca	li		l i	li			cerron1976
1042		j aː	1419	INCHOATIVE	Huanca	yaa		j aː	yaa			cerron1976
1043		n - - t i n	1443	INCLUSIVE	Huanca	ntin		n t i n	ntin			cerron1976
1044		i	1362	INFINITIVE	Huanca	y		i	y			cerron1976
1045		tʃ u n - -	1486	INJUNCTIVE	Huanca	chun		tʃ u n	chun			cerron1976
1046		w a n	1507	INSTRUMENTAL-COMITATIVE	Huanca	wan		w a n	wan			cerron1976
1047		t j a	1549	INTERRUPTED ACTION	Huanca	tya		t j a	tya		cognative with simulative tija?	cerron1976
1048		t aː	27	IRREVERSIBLE CHANGE	Huanca	taa		t aː	taa		ennegrezer, ensangar, etc	cerron1976
1050		p a k u	1561	JOINT ACTION	Huanca	paku		p a k u	paku		combined with middle voice -ku	cerron1976
1051		k a m a -	1578	LIMITATIVE	Huanca	kama		k a m a	kama			cerron1976
1052		ʈʂ a w	1604	LOCATIVE	Huanca	traw		ʈʂ a w	traw			cerron1976
1053		k u	1637	MIDDLE VOICE	Huanca	ku		k u	ku			cerron1976
1054		s a p a	1656	MULTIPLE POSSESSIVE	Huanca	sapa		s a p a	sapa, taa			cerron1976
1055		t aː	1657	MULTIPLE POSSESSIVE	Huanca	taa		t aː	sapa, taa		-taa only in very few regions	cerron1976
1056		tʃ u	1682	NEGATION	Huanca	chu		tʃ u	chu			cerron1976
1057		n - a	1711	NOMINALIZER NA	Huanca	na		n a	na			cerron1976
1058		l q a	1770	PAST TENSE	Huanca	lqa		l q a	lqa			cerron1976
1059		ʃ - a	1800	PERFECTIVIZER	Huanca	sha		ʃ a	sha			cerron1976
1060		k u n a	1855	PLURAL	Huanca	kuna		k u n a	kuna			cerron1976
1061		- - j u q	1887	POSSESSIVE	Huanca	yuq		j u q	yuq			cerron1976
1062		n a q	1913	PRIVATIVE	Huanca	nnaq		n a q	nnaq			cerron1976
1063		l ai k u	1948	REASON	Huanca	layku		l ai k u	layku			cerron1976
1064		n a - -	1976	RECIPROCAL	Huanca	na		n a	na			cerron1976
1065		ʈʂ a + k u	1295	FREQUENTIVE	Huanca	traku		ʈʂ a + k u	traku			cerron1976
1066		ɲ a q	2022	REPORTATIVE PAST TENSE	Huanca	ñaq		ɲ a q	ñaq		a veces pierde la consonante	cerron1976
1068		t a q	2063	SEQUENTIAL	Huanca	taq		t a q	taq			cerron1976
1069		t u k u	2082	SIMULATIVE	Huanca	tuku		t u k u	tuku			cerron1976
1070		ʃ t i -	2097	SUBORDINATOR ADVERBIAL	Huanca	shti		ʃ t i	shti			cerron1976
1071		l - - - - -	2114	SUBORDINATOR IDSUB	Huanca	l		l	l			cerron1976
1072		p t i -	2144	SUBORDINATOR DIFFSUB	Huanca	pti		p t i	pti			cerron1976
1073		k a s k a	2170	SUPERLATIVE	Huanca	kaska		k a s k a	kaska		hatun-kaska: más grande	cerron1976
1074		l a n	2173	SURPRISE	Huanca	lan		l a n	lan			cerron1976
1075		q a	2178	TOPIC	Huanca	qa		q a	qa			cerron1976
1076		s j a	2249	VERBAL AUMENTATIVE	Huanca	sya		s j a	sya		superlative + transformative, not very productive	cerron1976
1077		p u	2201	VERBAL BENEFACTIVE	Huanca	pu		p u	pu			cerron1976
1078		p aː	2008	REPETITIVE	Huanca	paa		p aː	paa			cerron1976
1079		p aː k u	2264	VERBAL PLURAL	Huanca	paaku		p aː k u	paaku, lkaa			cerron1976
1080		l k a a	2265	VERBAL PLURAL	Huanca	lkaa		l k a a	paaku, lkaa			cerron1976
1081		ɲ a	1019	DISCONTINUATIVE	Huanca	ña		ɲ a	ña			cerron1976
1082		m a	4	1 OBJECT	Huangascar	ma		m a	ma			shimelman2017
1083		j - k i	24	1S SUBJECT 2S OBJECT	Huangascar	yki		j k i	yki			shimelman2017
1084		n tʃ i k	58	1PL POSSESSOR	Huangascar	nchik		n tʃ i k	nchik			shimelman2017
1085		- - n tʃ i k	58	1PL VERBAL	Huangascar	nchik		n tʃ i k	nchik			shimelman2017
1086		tʃ u + w a n	111 3	1PL VERBAL CONDITIONAL	Huangascar	chuwan		tʃ u + w a n	chuwan			shimelman2017
1087		ʃ - u n - - - -	111	1PL VERBAL FUTURE	Huangascar	shun		ʃ u n	shun			shimelman2017
1088		t a n t a + ø/a	155 31	1S POSSESSOR	Huangascar	tantaː		t a n t a + ø/a	tantaː			shimelman2017
1089		ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Huangascar	shqayki		ʃ q a + j k i	shqayki		variation between sh and s	shimelman2017
1090		k aː/a + ø/a	234 236	1S VERBAL	Huangascar	kaː		k aː/a + ø/a	kaː			shimelman2017
1091		ʃ - a q	280	1S VERBAL FUTURE	Huangascar	shaq		ʃ a q	shaq			shimelman2017
1092		n k i + m a n	326 40	2S CONDITIONAL	Huangascar	nki-man		n k i + m a n	waq			shimelman2017
1093		ʃ - u	337	2S OBJECT	Huangascar	shu		ʃ u	shu			shimelman2017
1094		j k i	348	2S POSSESSOR	Huangascar	yki		j k i	yki			shimelman2017
1095		w a + n k i	3 370	2S SUBJECT 1S OBJECT	Huangascar	wanki		w a + n k i	wanki			shimelman2017
1096		n - k i	370	2S VERBAL	Huangascar	nki		n k i	nki			shimelman2017
1097		n q a	446	3S FUTURE	Huangascar	nqa		n q a	nqa			shimelman2017
1098		n	466	3S POSSESSOR	Huangascar	n		n	n			shimelman2017
1099		m a - n tʃ i k -	4 486	3S SUBJECT 1PL OBJECT	Huangascar	manchik		m a n tʃ i k	manchik			shimelman2017
1100		m a + n	4 546	3S SUBJECT 1S OBJECT	Huangascar	man		m a + n	man			shimelman2017
1101		ʃ - u n k - - i -	337 528	3S SUBJECT 2S OBJECT	Huangascar	shunki		ʃ u n k i	shunki			shimelman2017
1102		n	546	3S VERBAL	Huangascar	n		n	n			shimelman2017
1103		p a q - -	1	ABLATIVE	Huangascar	paq		p a q	paq			shimelman2017
1104		- ʃ i	598	ACCOMPANIMENT	Huangascar	shi		ʃ i	shi,si			shimelman2017
1105		- s i	598	ACCOMPANIMENT	Huangascar	si		s i	shi,si			shimelman2017
1106		- t a	614	ACCUSATIVE	Huangascar	ta		t a	ta			shimelman2017
1107		p i s	639	ADDITIVE	Huangascar	pis		p i s	pis,s			shimelman2017
1109		q	674	AGENTIVE	Huangascar	q		q	q			shimelman2017
1110		p a q -	720	BENEFACTIVE	Huangascar	paq		p a q	paq			shimelman2017
1111		tʃ i	766	CAUSATIVE	Huangascar	chi		tʃ i	chi			shimelman2017
1113		m u	800	CISLOCATIVE	Huangascar	mu		m u	mu			shimelman2017
1114		h i n a -	824	COMPARATIVE	Huangascar	hina		h i n a	hina			shimelman2017
1115		m a n	853	CONDITIONAL	Huangascar	man		m a n	man			shimelman2017
1116		ɾ a q -	877	CONTINUATIVE	Huangascar	raq		ɾ a q	raq			shimelman2017
1117		m a n	911	DATIVE/ILATIVE	Huangascar	man		m a n	man			shimelman2017
1118		n a j a	939	DESIDERATIVE	Huangascar	naya		n a j a	naya			shimelman2017
1119		ɾ a j a	968	DETRANSITIVIZER	Huangascar	raya		ɾ a j a	raya			shimelman2017
1120		- - tʃ a -	976	DIMINUTIVE	Huangascar	cha		tʃ a	cha			shimelman2017
1121		ɲ a	1019	DISCONTINUATIVE	Huangascar	ña		ɲ a	ña			shimelman2017
1122		tʃ u	1029	DISJUNCTIVE	Huangascar	chu		tʃ u	chu			shimelman2017
1123		tʃ ai	1036	DISTAL DEMONSTRATIVE	Huangascar	chay		tʃ ai	chay			shimelman2017
1124		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Huangascar	wak		w a k	wak			shimelman2017
1126		- - j - - a	16	PROGRESSIVE	Huangascar	ya		j a	ya			shimelman2017
1127		a ɾ i	1095	EMPHATIC	Huangascar	ari		a ɾ i	ari			shimelman2017
1128		j a	20	INTENSIFIER	Huangascar	ya		j a	ya			shimelman2017
1129		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Huangascar	tri		ʈ i	tri,tr			shimelman2017
1130		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Huangascar	tr		ʈ	tri,tr			shimelman2017
1131		m i	1157	EVIDENTIAL DIRECT	Huangascar	mi		m i	mi,m			shimelman2017
1132		m -	1157	EVIDENTIAL DIRECT	Huangascar	m		m	mi,m			shimelman2017
1133		i k	1184	EVIDENTIAL MODIFIER	Huangascar	ik		i k	ik			shimelman2017
1134		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Huangascar	iki		i k i	iki			shimelman2017
1135		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huangascar	shi		ʃ i	shi,sh			shimelman2017
1136		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Huangascar	sh		ʃ	shi,sh			shimelman2017
1137		i - k u	1228	EXCEPTIONAL	Huangascar	yku		i k u	yku,yka/ika/iku			shimelman2017
1138		i - k a	1228	EXCEPTIONAL	Huangascar	yka		i k a	yku,yka/ika/iku			shimelman2017
1139		- i k a	1228	EXCEPTIONAL	Huangascar	ika		i k a	yku,yka/ika/iku			shimelman2017
1140		- i k u	1228	EXCEPTIONAL	Huangascar	iku		i k u	yku,yka/ika/iku			shimelman2017
1141		p u ɾ a	1256	EXCLUSIVE	Huangascar	pura		p u ɾ a	pura			shimelman2017
1142		tʃ a -	1272	FACTIVE	Huangascar	cha		tʃ a	cha			shimelman2017
1143		- k a ʈ a	1295	FREQUENTIVE	Huangascar	katra		k a ʈ a	katra			shimelman2017
1144		p a -	1315	GENITIVE	Huangascar	pa		p a	pa,pi			shimelman2017
1145		p i -	1315	GENITIVE	Huangascar	pi		p i	pa,pi			shimelman2017
1146		i - -	1362	IMPERATIVE	Huangascar	y		i	y			shimelman2017
1147		ɾ i	1397	INCEPTIVE	Huangascar	ri		ɾ i	ri			shimelman2017
1148		j a -	1419	INCHOATIVE	Huangascar	ya		j a	ya			shimelman2017
1149		n - - t i n	1443	INCLUSIVE	Huangascar	ntin		n t i n	ntin			shimelman2017
1150		i	1362	INFINITIVE	Huangascar	y		i	y			shimelman2017
1151		tʃ u n - -	1486	INJUNCTIVE	Huangascar	chun		tʃ u n	chun			shimelman2017
1152		w a n	1507	INSTRUMENTAL-COMITATIVE	Huangascar	wan		w a n	wan			shimelman2017
1154		t a m u	1553	IRREVERSIBLE CHANGE	Huangascar	tamu		t a m u	tamu			shimelman2017
1156		p aː k u	1561	JOINT ACTION	Huangascar	paːku		p aː k u	paku,paːku			shimelman2017
1157		k a m a -	1578	LIMITATIVE	Huangascar	kama		k a m a	kama			shimelman2017
1158		p a	1603	LOCATIVE	Huangascar	pa		p a	pa,pi			shimelman2017
1159		p i	1603	LOCATIVE	Huangascar	pi		p i	pa,pi			shimelman2017
1160		k u	1637	MIDDLE VOICE	Huangascar	ku		k u	ku		U	shimelman2017
1161		s a p a	1656	MULTIPLE POSSESSIVE	Huangascar	sapa		s a p a	sapa			shimelman2017
1162		p u k u	1676	MUTUAL BENEFIT	Huangascar	puku		p u k u	puku			shimelman2017
1163		tʃ u	1682	NEGATION	Huangascar	chu		tʃ u	chu			shimelman2017
1164		n - a	1711	NOMINALIZER NA	Huangascar	na		n a	na			shimelman2017
1166		m a s - i	1746	PARTNERSHIP	Huangascar	masi		m a s i	masi			shimelman2017
1167		k a -	1758	PASSIVE ACCIDENTAL	Huangascar	ka		k a	ka			shimelman2017
1168		ɾ q a	1770	PAST TENSE	Huangascar	rqa		ɾ q a	rqa			shimelman2017
1169		ʃ - a	1800	PERFECT	Huangascar	sha		ʃ a	sha,sa			shimelman2017
1170		s - a	1800	PERFECT	Huangascar	sa		s a	sha,sa			shimelman2017
1171		ʃ - a	1800	PERFECTIVIZER	Huangascar	sha		ʃ a	sha,sa		nmlz	shimelman2017
1172		s - a	1800	PERFECTIVIZER	Huangascar	sa		s a	sha,sa		nmlz	shimelman2017
1173		k u n a	1855	PLURAL	Huangascar	kuna		k u n a	kuna			shimelman2017
1174		- - j o q	1887	POSSESSIVE	Huangascar	yuq		j o q	yuq			shimelman2017
1175		a m a	1918	PROHIBITIVE	Huangascar	ama		a m a	ama			shimelman2017
1176		k ai	1927	PROXIMAL DEMONSTRATIVE	Huangascar	kay		k ai	kay			shimelman2017
1178		ɾ ai k u	1948	REASON	Huangascar	rayku		ɾ ai k u	rayku			shimelman2017
1179		n a k u	1976	RECIPROCAL	Huangascar	naku		n a k u	naku,naka			shimelman2017
1180		n a k a	1976	RECIPROCAL	Huangascar	naka		n a k a	naku,naka			shimelman2017
1181		p a - -	2008	REPETITIVE	Huangascar	pa		p a	pa			shimelman2017
1182		ʃ q a	2021	REPORTATIVE PAST TENSE	Huangascar	shqa		ʃ q a	shqa			shimelman2017
1183		ʎ - a	2039	RESTRICTIVE	Huangascar	lla		ʎ a	lla			shimelman2017
1184		t a q	2063	SEQUENTIAL	Huangascar	taq		t a q	taq			shimelman2017
1185		t u k u	2082	SIMULATIVE	Huangascar	tuku		t u k u	tuku			shimelman2017
1186		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Huangascar	shtin		ʃ t i n	shtin			shimelman2017
1187		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Huangascar	shpa		ʃ p a	shpa			shimelman2017
1188		p t i -	2144	SUBORDINATOR DIFFSUB	Huangascar	pti		p t i	pti			shimelman2017
1189		q a	2178	TOPIC	Huangascar	qa		q a	qa			shimelman2017
1190		p u	2201	VERBAL BENEFACTIVE	Huangascar	pu		p u	pu,pa			shimelman2017
1191		p a	2201	VERBAL BENEFACTIVE	Huangascar	pa		p a	pu,pa			shimelman2017
1192		ɾ a	11	UNINTERRUPTED ACTION	Huangascar	ra		ɾ a	ra			shimelman2017
1193		ɾ - u	2234	URGENT	Huangascar	ru		ɾ u	ru,ra			shimelman2017
1194		ɾ - a	2234	URGENT	Huangascar	ra		ɾ a	ru,ra			shimelman2017
1195		n a	2270	VERBALIZER	Huangascar	na		n a	na		some reciprocal action	shimelman2017
1196		m a	4	1 OBJECT	HuarazHuailas	ma		m a	ma			parker1976
1198		n - - - - ts i k	58	1PL POSSESSOR	HuarazHuailas	ntsik		n ts i k	ntsik, nintsik		-ni eufónico en C#/ V# La distinción entre EXCL e INCL no se recoje en la flexión nominal.	parker1976
1200		- - n ts i k	58	1PL VERBAL	HuarazHuailas	ntsik		n ts i k	ntsik			parker1976
1201		 ʃ + w a n	111 3	1PL VERBAL CONDITIONAL	HuarazHuailas	shman		ʃ + w a n	yaaman			parker1976
1202		ʃ - u n - - - -	111	1PL VERBAL FUTURE	HuarazHuailas	shun		ʃ u n	shun			parker1976
1203		t a n t a + ø/a	155 31	1S POSSESSOR	HuarazHuailas	tantaː		t a n t a + ø/a	tantaː		-nii si la raíz = C# /V:#	parker1976
1204		q	206	1S SUBJECT 2S OBJECT	HuarazHuailas	q		q	q			parker1976
1205		ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	HuarazHuailas	shqayki		ʃ q a + j k i	shqayki			parker1976
1206		k aː/a + ø/a	234 236	1S VERBAL	HuarazHuailas	kaː		k aː/a + ø/a	kaː			parker1976
1207		ʃ - a q	280	1S VERBAL FUTURE	HuarazHuailas	shaq		ʃ a q	shaq			parker1976
1209		m aː + n k i	4 370	2S SUBJECT 1S OBJECT	HuarazHuailas	maanki		m aː + n k i	maanki			parker1976
1210		n - k i	370	2S VERBAL	HuarazHuailas	nki		n k i	nki			parker1976
1212		n q a	446	3S FUTURE	HuarazHuailas	nqa		n q a	nqa			parker1976
1213		n	466	3S POSSESSOR	HuarazHuailas	n		n	n			parker1976
1214		m aː - n ts i k -	4 486	3S SUBJECT 1PL OBJECT	HuarazHuailas	maantsik		m aː n ts i k	maantsik			parker1976
1215		m aː + n	4 546	3S SUBJECT 1S OBJECT	HuarazHuailas	maan		m aː + n	maan			parker1976
1216		ʃ - u n k - - i -	337 528	3S SUBJECT 2S OBJECT	HuarazHuailas	shunki		ʃ u n k i	shunki			parker1976
1217		n	546	3S VERBAL	HuarazHuailas	n		n	n			parker1976
1218		m a m p a	2	POSITIONAL	HuarazHuailas	mampa		m a m p a	mampa			parker1976
1219		p e q - -	5	ABLATIVE	HuarazHuailas	peq		p e q	peq, pita		'de’ ‘desde’	parker1976
1220		p i - t a	5	ABLATIVE	HuarazHuailas	pita		p i t a	peq, pita		'de’ ‘desde’	parker1976
1221		- t a	614	ACCUSATIVE	HuarazHuailas	ta		t a	ta			parker1976
1222		q	674	AGENTIVE	HuarazHuailas	q		q	q			parker1976
1223		p a q -	720	BENEFACTIVE	HuarazHuailas	paq		p a q	paq,shi		paa Raimondi y huari	parker1976
1224		ʃ i	598	ACCOMPANIMENT	HuarazHuailas	shi		ʃ i	paq,shi			parker1976
1225		tʃ a k u	752	CARED ACTION	HuarazHuailas	chaku		tʃ a k u	chaku		U = vocal cerrada que se vuelve abierta en ciertos contextos	parker1976
1226		m u	800	CISLOCATIVE	HuarazHuailas	mu		m u	mu			parker1976
1227		- - n a w	9	COMPARATIVE	HuarazHuailas	naw		n a w	naw			parker1976
1228		m a n	853	CONDITIONAL	HuarazHuailas	man		m a n	man			parker1976
1229		ɾ aː - -	11	UNINTERRUPTED ACTION	HuarazHuailas	raa		ɾ aː	raa			parker1976
1230		m a n	911	DATIVE/ILATIVE	HuarazHuailas	man		m a n	man			parker1976
1232		n aː - -	939	DESIDERATIVE	HuarazHuailas	naa		n aː	naa			parker1976
1233		j - k u	1007	DIRECTIONAL INSIDE	HuarazHuailas	ykU		j k u	ykU			parker1976
1234		ɾ p u	1000	DIRECTIONAL DOWN	HuarazHuailas	rpu		ɾ p u	rpu			parker1976
